
"NAM"	"DAT"	"PERIOD"	"КАТО(по отчету)"	"LКАТО(по отчету)"	"ГОКЭД(по каталогу)02"	"LГОКЭД(по каталогу)02"	"ГЗВ"	"LГЗВ"	"VAL"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"КОСТАНАЙ Г.А."	"11493"	"Специализированные строительные работы"	"2280"	"Всего"	"1"	"30 141 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"КОСТАНАЙ Г.А."	"11493"	"Специализированные строительные работы"	"2280"	"Всего"	"1"	"11 048 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"КОСТАНАЙ Г.А."	"11493"	"Оптовая и розничная торговля автомобилями и мотоциклами и их ремонт"	"2320"	"Всего"	"1"	"58 719 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"КОСТАНАЙ Г.А."	"11493"	"Оптовая и розничная торговля автомобилями и мотоциклами и их ремонт"	"2320"	"Всего"	"1"	"55 401 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"КОСТАНАЙ Г.А."	"11493"	"Оптовая торговля, за исключением торговли автомобилями и мотоциклами"	"2415"	"Всего"	"1"	"221 751 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"КОСТАНАЙ Г.А."	"11493"	"Оптовая торговля, за исключением торговли автомобилями и мотоциклами"	"2415"	"Всего"	"1"	"154 969 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"КОСТАНАЙ Г.А."	"11493"	"Розничная торговля, кроме торговли автомобилями и мотоциклами"	"2564"	"Всего"	"1"	"109 041 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"КОСТАНАЙ Г.А."	"11493"	"Розничная торговля, кроме торговли автомобилями и мотоциклами"	"2564"	"Всего"	"1"	"155 028 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"КОСТАНАЙ Г.А."	"11493"	"Деятельность сухопутного и трубопроводного транспорта "	"2731"	"Всего"	"1"	"485 954 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"КОСТАНАЙ Г.А."	"11493"	"Деятельность сухопутного и трубопроводного транспорта "	"2731"	"Всего"	"1"	"148 095 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"КОСТАНАЙ Г.А."	"11493"	"Складирование грузов и вспомогательная транспортная деятельность"	"3003"	"Всего"	"1"	"514 724 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"КОСТАНАЙ Г.А."	"11493"	"Складирование грузов и вспомогательная транспортная деятельность"	"3003"	"Всего"	"1"	"289 478 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"КОСТАНАЙ Г.А."	"11493"	"Почтовая и курьерская деятельность"	"3130"	"Всего"	"1"	"201 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"КОСТАНАЙ Г.А."	"11493"	"Почтовая и курьерская деятельность"	"3130"	"Всего"	"1"	"426 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"КОСТАНАЙ Г.А."	"11493"	"Предоставление услуг по обеспечению питанием и напитками"	"3199"	"Всего"	"1"	"1 271 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"КОСТАНАЙ Г.А."	"11493"	"Предоставление услуг по обеспечению питанием и напитками"	"3199"	"Всего"	"1"	"9 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"КОСТАНАЙ Г.А."	"11493"	"Телекоммуникации"	"3288"	"Всего"	"1"	"1 354 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"КОСТАНАЙ Г.А."	"11493"	"Телекоммуникации"	"3288"	"Всего"	"1"	"1 204 000.000"
